SecCode,File,ProposalName,ProposalContent,ProposalCandidate,ProposalResult,ProposalVote
97420,97420_20240626.htm,第３号議案,取締役（監査等委員である取締役を除く）８名選任の件,高田 浩二,可決,96.7
97420,97420_20240626.htm,第３号議案,取締役（監査等委員である取締役を除く）８名選任の件,鈴木 玲子,可決,96.6
97420,97420_20240626.htm,第３号議案,取締役（監査等委員である取締役を除く）８名選任の件,金 群,可決,96.7
97420,97420_20240626.htm,第３号議案,取締役（監査等委員である取締役を除く）８名選任の件,村上 嘉奈子,可決,96.8
97420,97420_20240626.htm,第３号議案,取締役（監査等委員である取締役を除く）８名選任の件,佐藤 信行,可決,96.8
97420,97420_20240626.htm,第３号議案,取締役（監査等委員である取締役を除く）８名選任の件,森崎 孝,可決,71.3
22160,22160_20240329.htm,第１号議案,取締役７名選任の件,村田哲也,可決,97.52
22160,22160_20240329.htm,第１号議案,取締役７名選任の件,阿部一博,可決,97.502
22160,22160_20240329.htm,第１号議案,取締役７名選任の件,石川和弘,可決,97.465
22160,22160_20240329.htm,第１号議案,取締役７名選任の件,吉田孝信,可決,97.453
22160,22160_20240329.htm,第１号議案,取締役７名選任の件,堀江裕美,可決,99.29
22160,22160_20240329.htm,第１号議案,取締役７名選任の件,伊藤善計,可決,97.482
22160,22160_20240329.htm,第１号議案,取締役７名選任の件,太田智久,可決,97.476
22160,22160_20240329.htm,第２号議案,監査役１名選任の件,山本寿男,可決,99.389
22160,22160_20240329.htm,第３号議案,取締役の報酬額改定の件,null,可決,97.22
22160,22160_20240329.htm,第４号議案,退任監査役に対する退職慰労金贈呈の件,null,可決,95.118
64800,64800_20240627.htm,第１号議案,剰余金処分の件,null,可決,99.56
64800,64800_20240627.htm,第２号議案,取締役８名選任の件,宮地茂樹,可決,82.7
64800,64800_20240627.htm,第２号議案,取締役８名選任の件,秀島信也,可決,93.73
64800,64800_20240627.htm,第２号議案,取締役８名選任の件,木村利直,可決,93.75
64800,64800_20240627.htm,第２号議案,取締役８名選任の件,笠原信,可決,93.74
64800,64800_20240627.htm,第２号議案,取締役８名選任の件,細野幹人,可決,93.81
64800,64800_20240627.htm,第２号議案,取締役８名選任の件,武井洋一,可決,83.14
64800,64800_20240627.htm,第２号議案,取締役８名選任の件,齊藤聡,可決,73.75
64800,64800_20240627.htm,第２号議案,取締役８名選任の件,野田篤子,可決,93.8
88860,88860_20240828.htm,第１号議案,持株会社体制への移行に伴い、現行定款第２条につきまして事業目的を変更および追加を行う,null,可決,96.64
88860,88860_20240828.htm,第２号議案,伊藤　嘉浩、前田　和彦及び松浦　和雄を取締役（監査等委員である取締役を除く）に選任する,伊藤　嘉浩,可決,94.99
88860,88860_20240828.htm,第２号議案,伊藤　嘉浩、前田　和彦及び松浦　和雄を取締役（監査等委員である取締役を除く）に選任する,前田　和彦,可決,94.98
88860,88860_20240828.htm,第２号議案,伊藤　嘉浩、前田　和彦及び松浦　和雄を取締役（監査等委員である取締役を除く）に選任する,松浦　和雄,可決,95.01
88860,88860_20240828.htm,第３号議案,大島　安弘を監査等委員である取締役に選任する,大島　安弘,可決,95.32
88860,88860_20240828.htm,第４号議案,一時会計監査人であります、ふじみ監査法人を改めて会計監査人として選任する,null,可決,95.35
63460,63460_20240701.htm,第１号議案,剰余金処分の件,,可決,99.52
63460,63460_20240701.htm,第２号議案,取締役（監査等委員である取締役を除く。）７名選任の件,菊川　厚,可決,99.42
63460,63460_20240701.htm,第２号議案,取締役（監査等委員である取締役を除く。）７名選任の件,菊川　博史,可決,99.42
63460,63460_20240701.htm,第２号議案,取締役（監査等委員である取締役を除く。）７名選任の件,出口　行男,可決,99.39
63460,63460_20240701.htm,第２号議案,取締役（監査等委員である取締役を除く。）７名選任の件,髙橋　正和,可決,99.41
63460,63460_20240701.htm,第２号議案,取締役（監査等委員である取締役を除く。）７名選任の件,一色　隆則,可決,99.41
63460,63460_20240701.htm,第２号議案,取締役（監査等委員である取締役を除く。）７名選任の件,小林　和浩,可決,99.41
63460,63460_20240701.htm,第２号議案,取締役（監査等委員である取締役を除く。）７名選任の件,菊川　慶一,可決,99.41
65920,65920_20240329.htm,第１号議案,剰余金の処分の件,,可決,95.69
65920,65920_20240329.htm,第２号議案,取締役(監査等委員である取締役を除く)７名選任の件,大越　博雄,可決,95.15
65920,65920_20240329.htm,第２号議案,取締役(監査等委員である取締役を除く)７名選任の件,高橋　徹,可決,97.97
65920,65920_20240329.htm,第２号議案,取締役(監査等委員である取締役を除く)７名選任の件,片山　寛太郎,可決,96.32
65920,65920_20240329.htm,第２号議案,取締役(監査等委員である取締役を除く)７名選任の件,伊豫田　忠人,可決,96.33
65920,65920_20240329.htm,第２号議案,取締役(監査等委員である取締役を除く)７名選任の件,御手洗　尚樹,可決,95.79
65920,65920_20240329.htm,第２号議案,取締役(監査等委員である取締役を除く)７名選任の件,岡田　晃,可決,98.39
65920,65920_20240329.htm,第２号議案,取締役(監査等委員である取締役を除く)７名選任の件,坂田　誠二,可決,98.56
65920,65920_20240329.htm,第３号議案,取締役（監査等委員である取締役及び社外取締役を除く。）に対する業績連動型株式報酬等の一部改定の件,,可決,99.58
65920,65920_20240329.htm,第４号議案,自己株式の取得の件,,否決,18.4
45270,45270_20240701.htm,第１号議案,取締役13名選任の件,山田邦雄、杉本雅史、斉藤雅也、國﨑伸一、瀬木英俊、河﨑保徳、山中雅恵、本間陽一、入山章栄、米良はるか、上村達男、林依利子、片田江舞子,可決,96.8
45270,45270_20240701.htm,第２号議案,監査役4名選任の件,木村雅則、上村秀人、谷保廣、杦山栄理,可決,97.37
45270,45270_20240701.htm,第３号議案,補欠監査役1名選任の件,寺田明日香,可決,97.37
28100,28100_20240701.htm,第１号議案,剰余金の処分の件,,可決,95.75
28100,28100_20240701.htm,第２号議案,取締役（監査等委員である取締役を除く。）７名選任の件,浦上 博史,可決,84.44
28100,28100_20240701.htm,第２号議案,取締役（監査等委員である取締役を除く。）７名選任の件,大澤 善行,可決,96.31
28100,28100_20240701.htm,第２号議案,取締役（監査等委員である取締役を除く。）７名選任の件,川崎 浩太郎,可決,96.35
28100,28100_20240701.htm,第２号議案,取締役（監査等委員である取締役を除く。）７名選任の件,宮奥 美行,可決,96.34
28100,28100_20240701.htm,第２号議案,取締役（監査等委員である取締役を除く。）７名選任の件,山口 竜巳,可決,96.36
28100,28100_20240701.htm,第２号議案,取締役（監査等委員である取締役を除く。）７名選任の件,佐久間 淳,可決,97.91
28100,28100_20240701.htm,第２号議案,取締役（監査等委員である取締役を除く。）７名選任の件,岡本 雄一,可決,97.82
28100,28100_20240701.htm,第３号議案,監査等委員である取締役１名選任の件,川嵜 靖之,可決,89.45
28100,28100_20240701.htm,第４号議案,取締役（監査等委員である取締役を除く。）に対する株式報酬制度の一部改定の件,,可決,98.28
28100,28100_20240701.htm,第５号議案,自己株式取得の件,,否決,10.1
28100,28100_20240701.htm,第６号議案,社外取締役の構成に関する定款変更の件,,否決,11.67
67630,67630_20240701.htm,第１号議案,"剰余金の処分の件　期末配当に関する事項　当社普通株式1株につき金35円　総額335,585,320円　効力発生日　2024年6月28日",,可決,94.5
67630,67630_20240701.htm,第２号議案,取締役1名選任の件　取締役として高橋啓章氏を選任する。,高橋啓章,可決,96.6
67630,67630_20240701.htm,第３号議案,監査役2名選任の件　監査役として畑宮正憲氏、三井浩二氏を選任する。,畑宮正憲,可決,91.9
67630,67630_20240701.htm,第３号議案,監査役2名選任の件　監査役として畑宮正憲氏、三井浩二氏を選任する。,三井浩二,可決,96.8
85850,85850_20240628.htm,第１号議案,剰余金処分の件,null,可決,99.55
85850,85850_20240628.htm,第２号議案,取締役(監査等委員である取締役を除く。)９名選任の件,河野　雅明,可決,97.58
85850,85850_20240628.htm,第２号議案,取締役(監査等委員である取締役を除く。)９名選任の件,飯盛　徹夫,可決,96.12
85850,85850_20240628.htm,第２号議案,取締役(監査等委員である取締役を除く。)９名選任の件,梅宮　真,可決,99.09
85850,85850_20240628.htm,第２号議案,取締役(監査等委員である取締役を除く。)９名選任の件,渡辺　一郎,可決,97.86
85850,85850_20240628.htm,第２号議案,取締役(監査等委員である取締役を除く。)９名選任の件,中西　真,可決,99.11
85850,85850_20240628.htm,第２号議案,取締役(監査等委員である取締役を除く。)９名選任の件,樋口　千春,可決,98.24
85850,85850_20240628.htm,第２号議案,取締役(監査等委員である取締役を除く。)９名選任の件,水野　哲朗,可決,99.1
85850,85850_20240628.htm,第２号議案,取締役(監査等委員である取締役を除く。)９名選任の件,西野　和美,可決,98.36
85850,85850_20240628.htm,第２号議案,取締役(監査等委員である取締役を除く。)９名選任の件,本庄　滋明,可決,99.23
85850,85850_20240628.htm,第３号議案,監査等委員である取締役４名選任の件,深澤　雄二,可決,97.95
85850,85850_20240628.htm,第３号議案,監査等委員である取締役４名選任の件,櫻井　祐記,可決,95.99
85850,85850_20240628.htm,第３号議案,監査等委員である取締役４名選任の件,松井　巖,可決,97.16
85850,85850_20240628.htm,第３号議案,監査等委員である取締役４名選任の件,小笠原　由佳,可決,99.44
85850,85850_20240628.htm,第４号議案,補欠の監査等委員である取締役１名選任の件,本庄　滋明,可決,99.4
85850,85850_20240628.htm,第５号議案,取締役(監査等委員である取締役を除く。)等に対する株式報酬制度改定の件,null,可決,91.89
85850,85850_20240628.htm,第６号議案,監査等委員である取締役に対する株式報酬制度導入の件,null,可決,90.34
36390,36390_20240927.htm,第１号議案　取締役（監査等委員である取締役を除く。）５名選任の件,取締役（監査等委員である取締役を除く。）として、津谷祐司、東奈々子（戸籍上の氏名：津谷奈々子）、松永浩、加藤慶太及び玉井謙介を選任する,津谷祐司,可決,81.1
36390,36390_20240927.htm,第１号議案　取締役（監査等委員である取締役を除く。）５名選任の件,取締役（監査等委員である取締役を除く。）として、津谷祐司、東奈々子（戸籍上の氏名：津谷奈々子）、松永浩、加藤慶太及び玉井謙介を選任する,東奈々子,可決,91.69
36390,36390_20240927.htm,第１号議案　取締役（監査等委員である取締役を除く。）５名選任の件,取締役（監査等委員である取締役を除く。）として、津谷祐司、東奈々子（戸籍上の氏名：津谷奈々子）、松永浩、加藤慶太及び玉井謙介を選任する,松永浩,可決,91.68
36390,36390_20240927.htm,第１号議案　取締役（監査等委員である取締役を除く。）５名選任の件,取締役（監査等委員である取締役を除く。）として、津谷祐司、東奈々子（戸籍上の氏名：津谷奈々子）、松永浩、加藤慶太及び玉井謙介を選任する,加藤慶太,可決,91.68
36390,36390_20240927.htm,第１号議案　取締役（監査等委員である取締役を除く。）５名選任の件,取締役（監査等委員である取締役を除く。）として、津谷祐司、東奈々子（戸籍上の氏名：津谷奈々子）、松永浩、加藤慶太及び玉井謙介を選任する,玉井謙介,可決,91.7
36390,36390_20240927.htm,第２号議案　監査等委員である取締役１名選任の件,監査等委員である取締役として、永山憲一を選任する,永山憲一,可決,92.56
52470,52470_20240628.htm,取締役選任の件,吉田悟を取締役に選任する,吉田悟,可決,85.67
52470,52470_20240628.htm,取締役選任の件,田口雅教を取締役に選任する,田口雅教,可決,85.69
52470,52470_20240628.htm,取締役選任の件,懸川高幸を取締役に選任する,懸川高幸,可決,98.43
52470,52470_20240628.htm,取締役選任の件,長井宏和を取締役に選任する,長井宏和,可決,98.43
48390,48390_20240621.htm,第１号議案,取締役（監査等委員である取締役を除く。）８名選任の件,田中　晃,可決,94.66
48390,48390_20240621.htm,第１号議案,取締役（監査等委員である取締役を除く。）８名選任の件,山本　均,可決,95.0
48390,48390_20240621.htm,第１号議案,取締役（監査等委員である取締役を除く。）８名選任の件,尾上純一,可決,96.67
48390,48390_20240621.htm,第１号議案,取締役（監査等委員である取締役を除く。）８名選任の件,井原多美,可決,99.19
48390,48390_20240621.htm,第１号議案,取締役（監査等委員である取締役を除く。）８名選任の件,大友　淳,可決,90.9
48390,48390_20240621.htm,第１号議案,取締役（監査等委員である取締役を除く。）８名選任の件,清水賢治,可決,90.61
48390,48390_20240621.htm,第１号議案,取締役（監査等委員である取締役を除く。）８名選任の件,永井聖士,可決,98.07
48390,48390_20240621.htm,第１号議案,取締役（監査等委員である取締役を除く。）８名選任の件,松本達夫,可決,97.13
48390,48390_20240621.htm,第２号議案,監査等委員である取締役４名選任の件,大熊和彦,可決,98.68
48390,48390_20240621.htm,第２号議案,監査等委員である取締役４名選任の件,村井　満,可決,99.26
48390,48390_20240621.htm,第２号議案,監査等委員である取締役４名選任の件,岡山　誠,可決,99.31
48390,48390_20240621.htm,第２号議案,監査等委員である取締役４名選任の件,藤﨑　忍,可決,99.31
26510,26510_20240523.htm,第１号議案,取締役５名選任の件,竹増貞信,可決,84.95
26510,26510_20240523.htm,第１号議案,取締役５名選任の件,糸長雅之,可決,94.68
26510,26510_20240523.htm,第１号議案,取締役５名選任の件,岩村水樹,可決,95.78
26510,26510_20240523.htm,第１号議案,取締役５名選任の件,鈴木智子,可決,95.78
26510,26510_20240523.htm,第１号議案,取締役５名選任の件,近藤祥太,可決,94.43
26510,26510_20240523.htm,第２号議案,監査役２名選任の件,今川秀一,可決,98.54
26510,26510_20240523.htm,第２号議案,監査役２名選任の件,吉田惠子,可決,99.52
46890,46890_20240625.htm,第１号議案,取締役（監査等委員である取締役を除く。）２名選任の件,川邊 健太郎,可決,85.24
46890,46890_20240625.htm,第１号議案,取締役（監査等委員である取締役を除く。）２名選任の件,出澤 剛,可決,84.76
46890,46890_20240625.htm,第２号議案,監査等委員である取締役３名選任の件,蓮見 麻衣子,可決,98.58
46890,46890_20240625.htm,第２号議案,監査等委員である取締役３名選任の件,國廣 正,可決,98.54
46890,46890_20240625.htm,第２号議案,監査等委員である取締役３名選任の件,髙橋 祐子,可決,99.49
98780,98780_20240621.htm,取締役３名選任の件,関戸正実を取締役に選任する,関戸正実,可決,97.58
98780,98780_20240621.htm,取締役３名選任の件,弓削英昭を取締役に選任する,弓削英昭,可決,97.6
98780,98780_20240621.htm,取締役３名選任の件,小手川大助を取締役に選任する,小手川大助,可決,97.63
70690,70690_20241224.htm,第１号議案,取締役（監査等委員である取締役を除く。）６名選任の件,高村　彰典,可決,99.0
70690,70690_20241224.htm,第１号議案,取締役（監査等委員である取締役を除く。）６名選任の件,膽畑　匡志,可決,99.01
70690,70690_20241224.htm,第１号議案,取締役（監査等委員である取締役を除く。）６名選任の件,三木　佑太,可決,99.0
70690,70690_20241224.htm,第１号議案,取締役（監査等委員である取締役を除く。）６名選任の件,岩田　真一,可決,99.02
70690,70690_20241224.htm,第１号議案,取締役（監査等委員である取締役を除く。）６名選任の件,蓮見　麻衣子,可決,99.02
70690,70690_20241224.htm,第１号議案,取締役（監査等委員である取締役を除く。）６名選任の件,田中　将志,可決,98.96
70690,70690_20241224.htm,第２号議案,監査等委員である取締役３名選任の件,都　賢治,可決,99.08
70690,70690_20241224.htm,第２号議案,監査等委員である取締役３名選任の件,吉羽　真一郎,可決,99.08
70690,70690_20241224.htm,第２号議案,監査等委員である取締役３名選任の件,松本　浩介,可決,99.03
70690,70690_20241224.htm,第３号議案,会計監査人選任の件,和泉監査法人,可決,99.04
73880,73880_20240229.htm,第１号議案,取締役10名選任の件,黒木　勉,可決,93.263
73880,73880_20240229.htm,第１号議案,取締役10名選任の件,田中　克幸,可決,97.95
73880,73880_20240229.htm,第１号議案,取締役10名選任の件,安達　健二,可決,97.952
73880,73880_20240229.htm,第１号議案,取締役10名選任の件,齋藤　巧,可決,97.951
73880,73880_20240229.htm,第１号議案,取締役10名選任の件,桑原　隆,可決,97.952
73880,73880_20240229.htm,第１号議案,取締役10名選任の件,藤井　喜博,可決,97.257
73880,73880_20240229.htm,第１号議案,取締役10名選任の件,緒方　延泰,可決,98.032
73880,73880_20240229.htm,第１号議案,取締役10名選任の件,井阪　喜浩,可決,98.019
73880,73880_20240229.htm,第１号議案,取締役10名選任の件,中川　真紀子,可決,98.027
73880,73880_20240229.htm,第１号議案,取締役10名選任の件,鈴木　正規,可決,98.14
73880,73880_20240229.htm,第２号議案,取締役（社外取締役を除く。）に対する譲渡制限付株式の付与のための報酬決定及び取締役に対する報酬額設定の件,null,可決,98.586
41200,41200_20240624.htm,第１号議案,剰余金処分の件,null,可決,86.08
41200,41200_20240624.htm,第２号議案,取締役（監査等委員であるものを除く。）４名選任の件,野間　修,可決,85.91
41200,41200_20240624.htm,第２号議案,取締役（監査等委員であるものを除く。）４名選任の件,武田　晴夫,可決,85.91
41200,41200_20240624.htm,第２号議案,取締役（監査等委員であるものを除く。）４名選任の件,種治　崇,可決,85.98
41200,41200_20240624.htm,第２号議案,取締役（監査等委員であるものを除く。）４名選任の件,井田　泰敬,可決,85.93
41200,41200_20240624.htm,第３号議案,監査等委員である取締役２名選任の件,内川　真由美,可決,86.04
41200,41200_20240624.htm,第３号議案,監査等委員である取締役２名選任の件,日根野谷　正人,可決,86.01
27640,27640_20240701.htm,第１号議案,取締役４名選任の件,三須和泰,可決,96.57
27640,27640_20240701.htm,第１号議案,取締役４名選任の件,熊谷信太郎,可決,93.85
27640,27640_20240701.htm,第１号議案,取締役４名選任の件,韓俊,可決,93.8
27640,27640_20240701.htm,第１号議案,取締役４名選任の件,笹尾佳子,可決,97.58
27640,27640_20240701.htm,第２号議案,定款一部変更の件,null,可決,98.5
66760,66760_20240627.htm,第１号議案,取締役（監査等委員である取締役を除く。）６名選任の件。取締役として、牧 寛之、長瀬 吉昌、矢野 学、中山 千里、渡邊 泰治、津坂 巌の各氏を選任する,牧 寛之、長瀬 吉昌、矢野 学、中山 千里、渡邊 泰治、津坂 巌,可決,76.81
66760,66760_20240627.htm,第１号議案,取締役（監査等委員である取締役を除く。）６名選任の件。取締役として、牧 寛之、長瀬 吉昌、矢野 学、中山 千里、渡邊 泰治、津坂 巌の各氏を選任する,長瀬 吉昌,可決,86.28
66760,66760_20240627.htm,第１号議案,取締役（監査等委員である取締役を除く。）６名選任の件。取締役として、牧 寛之、長瀬 吉昌、矢野 学、中山 千里、渡邊 泰治、津坂 巌の各氏を選任する,矢野 学,可決,86.29
66760,66760_20240627.htm,第１号議案,取締役（監査等委員である取締役を除く。）６名選任の件。取締役として、牧 寛之、長瀬 吉昌、矢野 学、中山 千里、渡邊 泰治、津坂 巌の各氏を選任する,中山 千里,可決,86.28
66760,66760_20240627.htm,第１号議案,取締役（監査等委員である取締役を除く。）６名選任の件。取締役として、牧 寛之、長瀬 吉昌、矢野 学、中山 千里、渡邊 泰治、津坂 巌の各氏を選任する,渡邊 泰治,可決,86.26
66760,66760_20240627.htm,第１号議案,取締役（監査等委員である取締役を除く。）６名選任の件。取締役として、牧 寛之、長瀬 吉昌、矢野 学、中山 千里、渡邊 泰治、津坂 巌の各氏を選任する,津坂 巌,可決,86.27
66760,66760_20240627.htm,第２号議案,監査等委員である取締役２名選任の件。監査等委員である取締役として、宮嶋 宏幸、大塚 久美子の各氏を選任する,宮嶋 宏幸,可決,84.04
66760,66760_20240627.htm,第２号議案,監査等委員である取締役２名選任の件。監査等委員である取締役として、宮嶋 宏幸、大塚 久美子の各氏を選任する,大塚 久美子,可決,86.31
66760,66760_20240627.htm,第３号議案,退任取締役に対する退職慰労金贈呈の件。取締役（監査等委員である取締役を除く。）を退任される松尾 民男、牧 大介、宮嶋 宏幸、大塚 久美子の各氏及び監査等委員である取締役を辞任される木村 彰吾氏に対し、それぞれその在任中の労に報いるため、当社の定める一定の基準に従い、相当額の範囲内において退職慰労金を贈呈する,松尾 民男、牧 大介、宮嶋 宏幸、大塚 久美子、木村 彰吾,可決,76.47
66760,66760_20240627.htm,第４号議案,子会社であるシマダヤ株式会社の普通株式の現物配当（株式分配型スピンオフ）の実施の件。当社が保有するシマダヤの全株式を現物配当（金銭以外の財産による配当）により当社株主に分配することについての承認を求める,シマダヤ株式会社,可決,99.78
69470,69470_20240701.htm,第１号議案,剰余金の処分の件,null,可決,98.9
69470,69470_20240701.htm,第２号議案,取締役５名選任の件,金子真人,可決,77.8
69470,69470_20240701.htm,第２号議案,取締役５名選任の件,勝部迅也,可決,88.9
69470,69470_20240701.htm,第２号議案,取締役５名選任の件,相馬粛一,可決,95.7
69470,69470_20240701.htm,第２号議案,取締役５名選任の件,佐野高志,可決,78.8
69470,69470_20240701.htm,第２号議案,取締役５名選任の件,高原わかな,可決,99.8
69470,69470_20240701.htm,第３号議案,監査役２名選任の件,和田扶佐夫,可決,99.5
69470,69470_20240701.htm,第３号議案,監査役２名選任の件,高田保豊,可決,68.2
69470,69470_20240701.htm,第４号議案,補欠監査役１名選任の件,舘彰男,可決,86.2
67410,67410_20240624.htm,第１号議案,定款一部変更の件。監査役会設置会社から監査等委員会設置会社に移行し、モニタリング・ボードとしての取締役会の在り方を意識して経営と業務執行の分離を進める中で、事業規模に適した員数枠といたしたく、取締役の員数枠に関する変更を行う,,可決,93.3
67410,67410_20240624.htm,第２号議案,取締役（監査等委員である取締役を除く。）７名選任の件,塚本英彦,可決,87.1
67410,67410_20240624.htm,第２号議案,取締役（監査等委員である取締役を除く。）７名選任の件,藤原　健,可決,97.0
67410,67410_20240624.htm,第２号議案,取締役（監査等委員である取締役を除く。）７名選任の件,坂井　正善,可決,96.9
67410,67410_20240624.htm,第２号議案,取締役（監査等委員である取締役を除く。）７名選任の件,平野　和浩,可決,98.8
67410,67410_20240624.htm,第２号議案,取締役（監査等委員である取締役を除く。）７名選任の件,後藤　隆一,可決,98.8
67410,67410_20240624.htm,第２号議案,取締役（監査等委員である取締役を除く。）７名選任の件,井上　由里子,可決,97.2
67410,67410_20240624.htm,第２号議案,取締役（監査等委員である取締役を除く。）７名選任の件,村田　誉之,可決,94.9
67410,67410_20240624.htm,第３号議案,監査等委員である取締役１名選任の件,相澤　利彦,可決,99.1
40550,40550_20240301.htm,第１号議案,剰余金処分の件,,可決,93.97
40550,40550_20240301.htm,第２号議案,吸収分割契約承認の件,,可決,94.24
40550,40550_20240301.htm,第３号議案,定款一部変更の件,,可決,94.24
40550,40550_20240301.htm,第４号議案,資本金の額の減少の件,,可決,94.16
40550,40550_20240301.htm,第５号議案,取締役（監査等委員である取締役を除く。）３名選任の件,武川　義浩,可決,94.1
40550,40550_20240301.htm,第５号議案,取締役（監査等委員である取締役を除く。）３名選任の件,木下　洋,可決,94.1
40550,40550_20240301.htm,第５号議案,取締役（監査等委員である取締役を除く。）３名選任の件,三橋　茂,可決,94.11
40550,40550_20240301.htm,第６号議案,補欠の監査等委員である取締役１名選任の件,塚本　浩二,可決,94.05
40970,40970_20240626.htm,第１号議案,剰余金の処分の件,,可決,94.07
40970,40970_20240626.htm,第２号議案,取締役(監査等委員である取締役を除く)５名選任の件,黒木幹也,可決,92.05
40970,40970_20240626.htm,第２号議案,取締役(監査等委員である取締役を除く)５名選任の件,説田和洋,可決,93.09
40970,40970_20240626.htm,第２号議案,取締役(監査等委員である取締役を除く)５名選任の件,森本孝,可決,93.13
40970,40970_20240626.htm,第２号議案,取締役(監査等委員である取締役を除く)５名選任の件,池田佳弘,可決,93.13
40970,40970_20240626.htm,第２号議案,取締役(監査等委員である取締役を除く)５名選任の件,吉髙紳介,可決,86.05
40970,40970_20240626.htm,第３号議案,監査等委員である取締役１名選任の件,西片和代,可決,98.23
47830,47830_20240627.htm,第１号議案,取締役（監査等委員である取締役を除く）５名選任の件,下條治,可決,95.68
47830,47830_20240627.htm,第１号議案,取締役（監査等委員である取締役を除く）５名選任の件,高木洋,可決,98.14
47830,47830_20240627.htm,第１号議案,取締役（監査等委員である取締役を除く）５名選任の件,加藤裕介,可決,98.26
47830,47830_20240627.htm,第１号議案,取締役（監査等委員である取締役を除く）５名選任の件,宮田晴雄,可決,98.06
47830,47830_20240627.htm,第１号議案,取締役（監査等委員である取締役を除く）５名選任の件,安岡正晃,可決,98.14
47830,47830_20240627.htm,第２号議案,監査等委員である取締役１名選任の件,小林勇記,可決,98.18
25850,25850_20240701.htm,第１号議案,"剰余金処分の件
期末配当に関する事項
当社普通株式１株につき金37円　総額　483,099,491円",,可決,99.64
25850,25850_20240701.htm,第２号議案,"取締役(監査等委員である取締役を除く。)２名選任の件
取締役（監査等委員である取締役を除く。）として、岡野邦昭及び皆川亮一郎の両氏を選任する",岡野　邦昭,可決,92.64
25850,25850_20240701.htm,第２号議案,"取締役(監査等委員である取締役を除く。)２名選任の件
取締役（監査等委員である取締役を除く。）として、岡野邦昭及び皆川亮一郎の両氏を選任する",皆川　亮一郎,可決,99.58
25850,25850_20240701.htm,第３号議案,"監査等委員である取締役２名選任の件
監査等委員である取締役として、山本淳及び羽田由可の両氏を選任する",山本　　淳,可決,86.84
25850,25850_20240701.htm,第３号議案,"監査等委員である取締役２名選任の件
監査等委員である取締役として、山本淳及び羽田由可の両氏を選任する",羽田　由可,可決,99.64
50180,50180_20240605.htm,第１号議案,剰余金の処分の件,null,可決,98.16
50180,50180_20240605.htm,第２号議案,定款一部変更の件,null,可決,98.32
50180,50180_20240605.htm,第３号議案,取締役（監査等委員である取締役を除く。）６名選任の件,両角元寿,可決,97.73
50180,50180_20240605.htm,第３号議案,取締役（監査等委員である取締役を除く。）６名選任の件,瀬脇信寛,可決,97.79
50180,50180_20240605.htm,第３号議案,取締役（監査等委員である取締役を除く。）６名選任の件,坂根康夫,可決,97.82
50180,50180_20240605.htm,第３号議案,取締役（監査等委員である取締役を除く。）６名選任の件,藤本博文,可決,97.76
50180,50180_20240605.htm,第３号議案,取締役（監査等委員である取締役を除く。）６名選任の件,細見次郎,可決,97.91
50180,50180_20240605.htm,第３号議案,取締役（監査等委員である取締役を除く。）６名選任の件,冨士ひろ子,可決,97.84
50180,50180_20240605.htm,第４号議案,監査等委員である取締役４名選任の件,本田幹夫,可決,97.82
50180,50180_20240605.htm,第４号議案,監査等委員である取締役４名選任の件,町垣和夫,可決,97.66
50180,50180_20240605.htm,第４号議案,監査等委員である取締役４名選任の件,中上幹雄,可決,97.84
50180,50180_20240605.htm,第４号議案,監査等委員である取締役４名選任の件,中塚秀聡,可決,97.71
50180,50180_20240605.htm,第５号議案,取締役（監査等委員である取締役を除く。）の報酬額改定の件,null,可決,97.04
50180,50180_20240605.htm,第６号議案,監査等委員である取締役の報酬額改定の件,null,可決,96.65
21810,21810_20240621.htm,第１号議案,"剰余金処分の件
期末配当に関する事項
当社普通株式１株につき金4.3円",,可決,99.95
21810,21810_20240621.htm,第２号議案,監査等委員でない取締役６名選任の件,水田正道,可決,99.3
21810,21810_20240621.htm,第２号議案,監査等委員でない取締役６名選任の件,和田孝雄,可決,99.37
21810,21810_20240621.htm,第２号議案,監査等委員でない取締役６名選任の件,山内雅喜,可決,99.76
21810,21810_20240621.htm,第２号議案,監査等委員でない取締役６名選任の件,吉澤和弘,可決,99.73
21810,21810_20240621.htm,第２号議案,監査等委員でない取締役６名選任の件,Debra A. Hazelton,可決,98.89
21810,21810_20240621.htm,第２号議案,監査等委員でない取締役６名選任の件,村林聡,可決,97.14
21810,21810_20240621.htm,第３号議案,監査等委員である取締役２名選任の件,榎本知佐,可決,99.76
21810,21810_20240621.htm,第３号議案,監査等委員である取締役２名選任の件,友田和彦,可決,99.75
21810,21810_20240621.htm,第４号議案,補欠の監査等委員である取締役１名選任の件,山内雅喜,可決,99.64
72130,72130_20240624.htm,第１号議案,取締役（監査等委員である取締役を除く。）６名選任の件,杉本眞、三井紘子、長野晴夫、品川典弘、岩佐幸治、北野元昭,可決,98.24
72130,72130_20240624.htm,第１号議案,取締役（監査等委員である取締役を除く。）６名選任の件,杉本眞,可決,98.24
72130,72130_20240624.htm,第１号議案,取締役（監査等委員である取締役を除く。）６名選任の件,三井紘子,可決,98.63
72130,72130_20240624.htm,第１号議案,取締役（監査等委員である取締役を除く。）６名選任の件,長野晴夫,可決,98.68
72130,72130_20240624.htm,第１号議案,取締役（監査等委員である取締役を除く。）６名選任の件,品川典弘,可決,98.57
